1,1|23.5862205614
1,2|-9.4139267448
1,3|2.98196177092
1,4|-5.19988673201
1,5|11.2002250428
1,6|-19.0542160576
1,7|-13.1829438921
1,8|-6.69707436827
1,9|-14.324310947
1,10|-25.1055699301
1,11|10.4744579868
1,12|20.7477640247
2,1|-17.3140077342
2,2|-10.8420751022
2,3|-13.2521354126
2,4|-12.2094517042
2,5|21.8691992669
2,6|-8.37191597383
2,7|-20.6881557239
2,8|4.35465767
2,9|33.2464839698
2,10|-6.08707549371
2,11|-23.1436480852
2,12|-10.5825254522
3,1|-13.9298142454
3,2|-4.98602141234
3,3|-0.950309196241
3,4|7.34550989473
3,5|-17.7924749677
3,6|-1.93946202581
3,7|-9.19930664235
3,8|-1.01358163289
3,9|1.63871897466
3,10|5.05101130066
3,11|-2.3995365015
3,12|-8.32057513092
4,1|-3.56591115983
4,2|3.64678105644
4,3|-14.1535460766
4,4|-6.78969277591
4,5|-4.36135350422
4,6|15.4655713557
4,7|10.5137336048
4,8|-14.1589824594
4,9|17.5785643496
4,10|-3.69675058911
4,11|8.3106725462
4,12|2.15396272773
5,1|11.2447237331
5,2|-5.01007724766
5,3|14.012502746
5,4|-0.321282344183
5,5|-1.24983870694
5,6|-12.3218238802
5,7|-8.67327698207
5,8|-9.58168044178
5,9|-13.5840393282
5,10|6.04812706612
5,11|-0.160627651813
5,12|3.67001931182
6,1|-14.2851757265
6,2|0.782208976137
6,3|-13.4716618511
6,4|-25.6535905031
6,5|11.7767933251
6,6|-2.40783067081
6,7|-8.83161024219
6,8|17.6526073046
6,9|20.6776126519
6,10|4.49722449333
6,11|-25.5845393269
6,12|0.73052867151
7,1|13.9049829368
7,2|4.3846422119
7,3|12.8090999387
7,4|25.2212628715
7,5|4.12120017947
7,6|-0.248748288341
7,7|12.5472653551
7,8|0.653081608778
7,9|-31.5560192185
7,10|-13.8402471783
7,11|12.6129092662
7,12|-5.59872130561
8,1|11.8131282363
8,2|4.27320212543
8,3|-2.27334034251
8,4|-19.6337784121
8,5|-23.1248235274
8,6|0.0293635890327
8,7|-8.90329498764
8,8|-6.7345616563
8,9|5.05329281347
8,10|1.27964938399
8,11|-12.2781692378
8,12|0.625349509055
9,1|-1.72354693326
9,2|-4.03294857451
9,3|-10.7741911184
9,4|8.28256509633
9,5|-6.68478580393
9,6|0.690937867176
9,7|11.0385315582
9,8|-11.5056488446
9,9|8.73931211343
9,10|-14.8170432328
9,11|17.1975790604
9,12|4.44836513499
10,1|0.418704983612
10,2|-3.74787467749
10,3|15.0629378516
10,4|-12.3478379098
10,5|9.71068550536
10,6|-20.4730027885
10,7|-5.56827300718
10,8|14.5372894731
10,9|13.1083266356
10,10|-9.44205379426
10,11|-19.3800686963
10,12|-11.3709443519
11,1|-17.0305157678
11,2|2.39501521523
11,3|-4.51911603787
11,4|23.8451413708
11,5|12.0843859622
11,6|19.2848546474
11,7|0.282836270028
11,8|-1.96223213987
11,9|-31.0521412435
11,10|20.9979346111
11,11|6.57220910264
11,12|-1.60975564726
12,1|-7.55634029832
12,2|-9.49855300652
12,3|-11.2937041259
12,4|17.2149740366
12,5|-4.1659306776
12,6|-9.00632960298
12,7|-6.40201703483
12,8|8.03262534662
12,9|-24.7765029929
12,10|17.7457878848
12,11|19.1374765105
12,12|12.2965295256
0,0|-5.85655089755
0,0|-5.85655089755
13,1|10.0856022678
13,2|6.3290593604
13,3|-10.3954696882
13,4|11.3554454448
13,5|6.76959143744
13,6|-5.56661982141
13,7|11.6849926507
13,8|4.31335386391
13,9|11.0609126862
13,10|5.24753218555
13,11|-4.79270692756
13,12|10.5330892845
